event_id,event_date,event_title,location_description,location_accuracy,landslide_trigger,landslide_size,landslide_category,fatality_count,country_name,admin_division_name,source_name,source_link,latitude,longitude
4905,06/07/2013 12:00:00 AM,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland","Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",25km,unknown,medium,landslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NjAwNw%3D%3D-%2FtfIAOw1uMk%3D,26.0977,94.7031
4906,06/07/2013 12:00:00 AM,"Helipong-Chessore Road, Nagaland","Helipong-Chessore Road, Nagaland",10km,unknown,medium,landslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NjAwNw%3D%3D-%2FtfIAOw1uMk%3D,26.0977,94.7499
5005,07/01/2013 12:00:00 AM,"Walo Ward, Mon Town, Wokha District, Nagaland","Walo Ward, Mon Town, Wokha District, Nagaland",5km,downpour,medium,landslide,0,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D,26.72,95.029
5006,07/01/2013 12:00:00 AM,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road","Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",1km,downpour,medium,landslide,0,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D,26.1147,94.3864
5084,07/12/2013 11:00:00 PM,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland","National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",10km,downpour,medium,landslide,0,India,Nāgāland,www.assamtribune.com,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul1613/oth06,25.616,94.1167
5087,07/12/2013 12:00:00 AM,"National Highway 29 Near Phesama Village, Nagaland","National Highway 29 Near Phesama Village, Nagaland",10km,downpour,medium,landslide,0,India,Nāgāland,www.thehindubusinessline.com,http://www.thehindubusinessline.com/news/states/landslides-disrupt-vehicular-movement-on-nh29/article4912110.ece,25.6269,94.1139
5107,07/15/2013 12:00:00 AM,"National Highway 29 Near Phesama Village, Nagaland","National Highway 29 Near Phesama Village, Nagaland",10km,rain,medium,landslide,0,India,Nāgāland,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-15/guwahati/40589516_1_southern-angami-youth-organization-jessami-tadubi,25.6269,94.1139
5122,07/17/2013 12:00:00 AM,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland","National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",50km,rain,medium,mudslide,0,India,Nāgāland,The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,25.7658,93.9413
5123,07/17/2013 12:00:00 AM,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima","National Highway 2 Near Meriema Village, 10 Km Away From Kohima",50km,rain,medium,mudslide,0,India,Nāgāland,The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,25.7131,94.0885
5250,08/01/2013 12:00:00 AM,"Polo River At Polosang, Arunachal Pradesh","Polo River At Polosang, Arunachal Pradesh",10km,rain,medium,mudslide,,India,Arunachal Pradesh,www.thehindubusinessline.com,http://www.thehindubusinessline.com/news/states/landslide-blocks-polo-river-in-arunachal-pradesh/article4996075.ece,27.8837,93.0515
5268,08/04/2013 12:00:00 AM,"Zunheboto, Nagaland","Zunheboto, Nagaland",25km,continuous_rain,medium,landslide,,India,Nāgāland,www.morungexpress.com,http://www.morungexpress.com/local/101605.html,26.0137,94.5163
5269,08/04/2013 12:00:00 AM,"Tizu, Nagaland","Tizu, Nagaland",unknown,continuous_rain,medium,landslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,25.8376,94.5234
5270,08/04/2013 12:00:00 AM,"Phizo, Nagaland","Phizo, Nagaland",unknown,continuous_rain,medium,landslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,26.0481,94.4619
5271,08/04/2013 12:00:00 AM,"Nanga, Nagaland","Nanga, Nagaland",5km,continuous_rain,medium,landslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,26.284,94.5808
5272,08/04/2013 12:00:00 AM,"Longsa, Nagaland","Longsa, Nagaland",1km,monsoon,medium,landslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,26.2083,94.5438
5273,08/04/2013 12:00:00 AM,"Zhekuto, Nagaland","Zhekuto, Nagaland",5km,monsoon,medium,landslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,26.1807,94.5497
5274,08/04/2013 12:00:00 AM,"Suruhuto Town, Nagaland","Suruhuto Town, Nagaland",25km,rain,medium,landslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,26.0838,94.564
5275,08/04/2013 12:00:00 AM,"Suruhuto Town, Nagaland","Suruhuto Town, Nagaland",10km,monsoon,medium,landslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,26.1498,94.6055
5300,08/09/2013 12:00:00 AM,"Senapati, Manipur","Senapati, Manipur",50km,downpour,large,landslide,,India,Nāgāland,e-pao.net,http://e-pao.net/GP.asp?src=Snipp8..230813.aug13,25.318,94.0441
5312,08/11/2013 11:00:00 PM,Kangtsung Village,Kangtsung Village,10km,downpour,very_large,landslide,0,India,Assam,www.nagalandpost.com,http://www.nagalandpost.com/channelnews/State/StateNews.aspx?news=TkVXUzEwMDA0MzQ3OQ%3D%3D-qmeQz2DKZMo%3D,26.7103,94.693
5427,08/15/2013 12:00:00 AM,"Koide Government High School, Senapati, Manipur","Koide Government High School, Senapati, Manipur",5km,downpour,medium,landslide,,India,Nāgāland,e-pao.net,http://e-pao.net/GP.asp?src=Snipp8..230813.aug13,25.3833,94.1884
5336,08/16/2013 12:00:00 AM,"Tobu, Nagaland","Tobu, Nagaland",10km,rain,medium,landslide,,India,Nāgāland,www.morungexpress.com,http://www.morungexpress.com/local/103875.html,26.3897,94.9439
5337,08/16/2013 12:00:00 AM,"Yakshu, Nagaland","Yakshu, Nagaland",5km,rain,medium,landslide,,India,Nāgāland,www.morungexpress.com,http://www.morungexpress.com/local/103875.html,26.4205,94.9731
5338,08/16/2013 12:00:00 AM,"Longlem, Nagaland","Longlem, Nagaland",25km,rain,medium,landslide,,India,Assam,www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NDE4MQ%3D%3D-6hneqQH1frg%3D,26.8727,94.9275
5343,08/17/2013 11:00:00 PM,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,10km,continuous_rain,medium,landslide,,India,Assam,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/Regional/RegionalNews.aspx?news=TkVXUzEwMDA0MzUxNQ%3D%3D-zy3k3F6024s%3D,24.7625,93.4341
5421,08/30/2013 12:00:00 AM,"Yakshu, Nagaland","Yakshu, Nagaland",5km,unknown,medium,mudslide,,India,Nāgāland,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0NDY0Nw%3D%3D-jp8K0A7ZhsM%3D,26.4205,94.9731
5430,09/01/2013 12:00:00 AM,"Tamenglong- Khongsang Road, Manipur","Tamenglong- Khongsang Road, Manipur",25km,continuous_rain,medium,mudslide,0,India,Manipur,e-pao.net,http://e-pao.net/GP.asp?src=24..050913.sep13,24.9037,93.487
5431,09/01/2013 12:00:00 AM,"Tamenglong, Manipur","Tamenglong, Manipur",5km,continuous_rain,medium,mudslide,0,India,Assam,e-pao.net,http://e-pao.net/GP.asp?src=24..050913.sep13,24.9829,93.5063
5441,09/02/2013 12:00:00 AM,"Gosang Village Under Jengging Circle, Arunachal Pradesh","Gosang Village Under Jengging Circle, Arunachal Pradesh",5km,downpour,large,landslide,,India,Arunāchal Pradesh,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-09-08/guwahati/41872983_1_flood-situation-arunachal-pradesh-landslides,28.611,94.9829
5442,09/02/2013 12:00:00 AM,Arunachal Pradesh,Arunachal Pradesh,unknown,downpour,large,landslide,,India,Arunāchal Pradesh,ibnlive.in.com,http://ibnlive.in.com/news/massive-landslide-in-arunachal-due-to-rainfall-2-districts-remain-cut-off/420409-3-229.html,27.1614,93.7525
5552,09/24/2013 12:00:00 AM,"Ukhrul, Manipur","Ukhrul, Manipur",5km,unknown,medium,landslide,,India,Manipur,www.morungexpress.com,http://www.morungexpress.com/regional/104056.html,25.0985,94.3619
5575,10/05/2013 11:00:00 PM,"Chiechama, Nagaland","Chiechama, Nagaland",5km,continuous_rain,medium,mudslide,0,India,Nāgāland,www.business-standard.com,http://www.business-standard.com/article/current-affairs/mudslides-block-nh-2-in-nagaland-113100700032_1.html,25.8266,94.1497
5582,10/06/2013 12:45:00 PM,"Batahguli, Guwahati, Assam","Batahguli, Guwahati, Assam",5km,downpour,medium,landslide,1,India,Assam,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-10-07/guwahati/42793381_1_anil-nagar-heavy-rain-nabin-nagar,26.1309,91.8383
5584,10/06/2013 12:00:00 AM,"Nilachal Hill, Guwahati, Assam","Nilachal Hill, Guwahati, Assam",5km,downpour,medium,landslide,0,India,Assam,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-10-07/guwahati/42793381_1_anil-nagar-heavy-rain-nabin-nagar,26.1665,91.7049
5603,10/13/2013 07:30:00 PM,"Tusom, Manipur","Tusom, Manipur",5km,downpour,medium,mudslide,0,India,Manipur,www.indiatvnews.com,http://www.indiatvnews.com/news/india/people-in-manipur-evacuate-due-to-landslides-volcanic-eruption-fear-baseless-29544.html,25.426,94.6024
5969,03/20/2014 12:00:00 AM,Myitkyina Republic of the Union of Myanmar,Myitkyina Republic of the Union of Myanmar,50km,construction,unknown,landslide,6,Myanmar [Burma],Kachin,DVB,http://www.dvb.no/news/landslide-kills-6-injures-4-in-kachin-jade-mine-burma-myanmar/38718#http://www.dvb.no/news/landslide-kills-6-injures-4-in-kachin-jade-mine-burma-myanmar/38718,25.8509,97.4381
6015,05/08/2014 12:00:00 AM,Lohit District of Arunachal Pradesh,Lohit District of Arunachal Pradesh,1km,rain,medium,mudslide,0,India,Arunachal Pradesh,Business Standard,http://www.business-standard.com/article/pti-stories/communication-to-tezu-snapped-due-to-landslide-114051000401_1.html,27.9032,96.174
6016,05/09/2014 11:00:00 PM,"Satgarakul Village, Karimganj, Assam State","Satgarakul Village, Karimganj, Assam State",1km,rain,small,landslide,7,India,Assam,Sciency Thoughts,http://sciencythoughts.blogspot.com/2014/05/seven-members-of-one-family-killed-by.html,24.8669,92.3576
6019,05/10/2014 09:00:00 AM,Borolekha upazila of Moulvibazar,Borolekha upazila of Moulvibazar,25km,rain,small,landslide,3,Bangladesh,Sylhet,The Daily Star,http://www.thedailystar.net/backpage/landslide-kills-3-of-a-family-23595,24.4136,91.7561
6020,05/10/2014 09:00:00 AM, Purba Satchhari village in Sadar upazila, Purba Satchhari village in Sadar upazila,10km,rain,medium,landslide,0,Bangladesh,Sylhet,The Daily Star,http://www.thedailystar.net/backpage/landslide-kills-3-of-a-family-23595,24.5784,91.7227
6105,06/26/2014 11:00:00 PM,Arunachal Pradesh,Arunachal Pradesh,unknown,continuous_rain,medium,landslide,0,India,Arunachal Pradesh,Times of India,http://timesofindia.indiatimes.com/india/Landslides-in-Arunachal-Pradesh-due-to-incessant-rain/articleshow/37379365.cms,28.9205,95.3429
6106,06/26/2014 11:00:00 PM,Narakasur,Narakasur,5km,continuous_rain,small,landslide,3,India,Assam,Two Circles,http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L,26.1407,91.7645
6107,06/26/2014 11:00:00 PM,Bamunimaidam,Bamunimaidam,5km,continuous_rain,small,landslide,1,India,Assam,Two Circles,http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L,26.1844,91.7896
6110,06/27/2014 12:00:00 AM,"Bhangagarh, Assam","Bhangagarh, Assam",exact,rain,small,landslide,3,India,Assam,Assam Times,http://www.assamtimes.org/node/11181,26.1619,91.7697
6112,06/28/2014 09:00:00 AM,"Kharghuli Hills, Assam","Kharghuli Hills, Assam",exact,rain,medium,landslide,0,India,Assam,Assam Times,http://www.assamtimes.org/node/11181,26.1964,91.7652
6124,07/04/2014 12:00:00 AM,"Hpakan, Kachin","Hpakan, Kachin",5km,rain,large,landslide,70,Myanmar [Burma],Kachin,Democracy for Burma,http://democracyforburma.wordpress.com/2009/07/08/the-death-toll-has-risen-to-70-in-the-aftermath-of-floods-and-landslides-in-burmas-hpakant-jade-mining-area-in-the-countrys-northern-kachin-state-on-july-4-and-5/,25.6157,96.3167
6143,07/14/2014 06:00:00 PM,"Zembabawk, Aizawl","Zembabawk, Aizawl",5km,downpour,medium,landslide,1,India,Mizoram,Business Standard,http://www.business-standard.com/article/pti-stories/rescue-operations-for-woman-swept-away-by-landslide-continue-114071500831_1.html,23.7327,92.7463
6200,08/17/2014 12:00:00 AM,Arunachal Pradesh/Itanagar,Arunachal Pradesh/Itanagar,10km,downpour,large,landslide,0,India,Arunachal Pradesh,One India News,http://news.oneindia.in/india/flood-landslides-in-arunachal-pradesh-1504142.html,27.0869,93.6086
6331,09/08/2014 12:00:00 AM,Kiphire-Seyochung road near Yangzitong village,Kiphire-Seyochung road near Yangzitong village,25km,unknown,medium,mudslide,0,India,Nagaland,Nagaland Post,http://www.nagalandpost.com/channelnews/State/StateNews.aspx?news=TkVXUzEwMDA2Njg2NQ%3D%3D,25.9466,94.6279
6291,09/21/2014 12:00:00 AM,National Highway 51,National Highway 51,25km,continuous_rain,large,landslide,0,India,Meghalaya,Indian Express,http://indianexpress.com/article/india/india-others/pregnant-woman-among-nine-killed-in-shillong-landslide/,25.7354,90.3852
6282,09/22/2014 12:00:00 AM,Lalmati,Lalmati,5km,rain,small,landslide,1,India,Assam,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,26.1097,91.7747
6283,09/22/2014 12:00:00 AM,Dakhingaon,Dakhingaon,1km,rain,small,landslide,0,India,Assam,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,26.1314,91.7548
6284,09/22/2014 12:00:00 AM,Batahghuli,Batahghuli,5km,rain,small,landslide,0,India,Assam,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,26.1324,91.8342
6285,09/22/2014 12:00:00 AM,VIP Road,VIP Road,5km,rain,small,landslide,0,India,Assam,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,26.159,91.8178
6286,09/22/2014 12:00:00 AM,Garchuk,Garchuk,5km,rain,small,landslide,0,India,Assam,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,26.1044,91.7082
6287,09/22/2014 12:00:00 AM,Dhirenpara,Dhirenpara,5km,rain,small,landslide,0,India,Assam,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,26.1295,91.7056
6288,09/22/2014 12:00:00 AM,Noonmati,Noonmati,5km,rain,small,landslide,0,India,Assam,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,26.1985,91.7998
6289,09/22/2014 12:00:00 AM,Pamohi,Pamohi,5km,rain,small,landslide,0,India,Assam,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,26.1001,91.6849
6290,09/23/2014 03:00:00 AM,Mawbah under Mawprem area,Mawbah under Mawprem area,5km,continuous_rain,small,landslide,8,India,Meghalaya,Zee News,http://zeenews.india.com/news/north-east/eight-die-of-landslide-in-east-khasi-hills_1474744.html,25.5772,91.8666
6292,09/23/2014 12:00:00 AM,Hatsingimari,Hatsingimari,5km,continuous_rain,small,landslide,1,India,Assam,Deccan Herald,http://www.deccanherald.com/content/432481/landslide-guwahati-shillong-highway.html,25.7238,89.9032
6213,09/24/2014 12:00:00 AM,Meghalaya,Meghalaya,unknown,continuous_rain,large,landslide,0,India,Meghalaya,The New Indian Express,http://www.newindianexpress.com/nation/Fifty-Nine-Killed-in-Flash-Flood-and-Landslide-in-Meghalaya/2014/10/07/article2466329.ece,25.8143,90.5763
6222,10/01/2014 11:00:00 AM,Karsingsa block point,Karsingsa block point,5km,unknown,small,landslide,5,India,Arunachal Pradesh,The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct0214/oth052,27.1249,93.7706
6214,10/05/2014 05:45:00 PM,Jorabat-Umiam route,Jorabat-Umiam route,5km,rain,medium,landslide,1,India,Meghalaya,The Telegraph,http://www.telegraphindia.com/1141007/jsp/frontpage/story_18900562.jsp#.VDVSk_ldV8E,25.9702,91.8587
6293,10/20/2014 12:00:00 AM,South West Garo Hills,South West Garo Hills,50km,rain,medium,landslide,6,India,Meghalaya,TIMES OF INDIA,http://timesofindia.indiatimes.com/city/guwahati/Landslide-deluge-kill-7-in-Meghalayas-Garo-Hills/articleshow/43174646.cms,25.5006,90.0896
6656,01/06/2015 07:05:00 PM,"Mawmaungbon village, Hpakant","Mawmaungbon village, Hpakant",5km,downpour,medium,other,4,Myanmar [Burma],Kachin,Business Standard,http://www.business-standard.com/article/pti-stories/2-dead-unknown-number-missing-in-myanmar-jade-mine-landslide-115010800596_1.html,25.6172,96.3005
6758,02/09/2015 11:00:00 AM,Gulgaon Hill area under Bahubal upazila of Habiganj district,Gulgaon Hill area under Bahubal upazila of Habiganj district,10km,mining,small,other,2,Bangladesh,Sylhet,Daily Star,http://www.thedailystar.net/country/landslide-kills-2-in-habiganj-64024,24.3311,91.5642
6775,02/14/2015 12:00:00 AM,Kailashpur hill,Kailashpur hill,5km,mining,small,landslide,1,India,Assam,Telegraph,http://www.telegraphindia.com/1150215/jsp/frontpage/story_3475.jsp#.VONkky5HWUk,26.1468,91.6469
6786,02/19/2015 11:00:00 PM,"Hailākāndi : Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",,5km,mining,medium,landslide,2,India,Assam,Business Standard,http://www.business-standard.com/article/pti-stories/two-labourers-killed-in-landslide-115022000437_1.html,24.6108,92.562
6792,02/22/2015 08:30:00 PM,Bholaganj stone quarry in Companyganj upazila,Bholaganj stone quarry in Companyganj upazila,5km,mining,medium,mudslide,4,Bangladesh,Sylhet,Dhaka Tribune,http://www.dhakatribune.com/bangladesh/2015/feb/23/4-died-sylhet-landslide,25.1472,91.7483
6846,03/08/2015 12:00:00 AM,between Khunkhar and Shansu village,between Khunkhar and Shansu village,50km,mining,large,mudslide,50,Myanmar [Burma],Kachin,Eleven,http://www.elevenmyanmar.com/index.php?option=com_content&view=article&id=9249:high-death-toll-estimated-in-hpakant-jade-mine-landslide&catid=44&Itemid=384,25.6183,96.2964
7591,03/19/2015 12:00:00 AM,Ratacherra,Ratacherra,5km,rain,small,landslide,0,India,Assam,International Business Times,http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439,25.0318,92.4584
6930,03/30/2015 09:00:00 AM,beside the mine in Hpakant,beside the mine in Hpakant,25km,mining,medium,landslide,9,Myanmar [Burma],Kachin,Straits Times,http://www.straitstimes.com/news/asia/south-east-asia/story/nine-dead-landslide-myanmar-jade-mine-state-media-20150401,25.6115,96.2907
6971,06/09/2015 12:00:00 AM,"Itanagar, Arunachal Pradesh","Itanagar, Arunachal Pradesh",5km,continuous_rain,medium,landslide,2,India,Arunachal Pradesh,First Post,http://www.firstpost.com/india/two-dead-2-injured-landslide-arunachal-pradesh-school-remain-shut-heavy-rainfall-alert-2287954.html,27.0987,93.816
6982,06/11/2015 09:00:00 AM,Muhona residential area of Sylhet,Muhona residential area of Sylhet,5km,rain,small,landslide,0,Bangladesh,Sylhet,The Daily Star,http://www.thedailystar.net/city/3-family-hurt-sylhet-mudslide-95881,24.9016,91.8771
6968,06/13/2015 12:00:00 AM,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon","Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",5km,continuous_rain,medium,landslide,4,India,Meghalaya,newKarala,http://www.newkerala.com/news/2015/fullnews-73439.html,25.463,92.2121
6969,06/16/2015 06:15:00 AM,"Nakham Bazaar, Tura, Meghalaya","Nakham Bazaar, Tura, Meghalaya",1km,downpour,medium,landslide,4,India,Meghalaya,The Shillong Times,http://www.theshillongtimes.com/2015/06/17/entire-family-among-5-dead-in-tura-landslides/,25.5114,90.215
6970,06/16/2015 12:00:00 AM,Akonggre,Akonggre,1km,downpour,small,rock_fall,1,India,Meghalaya,The Shillong Times,http://www.theshillongtimes.com/2015/06/17/entire-family-among-5-dead-in-tura-landslides/,25.5084,90.2191
6945,06/19/2015 12:00:00 AM,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District","amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",1km,monsoon,medium,landslide,0,India,Manipur,E-Pao,http://e-pao.net/GP.asp?src=34..200615.jun15,25.16,93.686
6963,06/19/2015 12:00:00 AM,"Muanna locality, Mizoram","Muanna locality, Mizoram",50km,rain,medium,landslide,0,India,Mizoram,The Statesmen,http://www.thestatesman.com/news/northeast/27-graves-damaged-in-mizoram-landslide/70263.html,23.7131,92.7362
6990,06/24/2015 12:00:00 AM,"New Land (""""New Colony"""")","New Land (""""New Colony"""")",5km,continuous_rain,medium,landslide,0,India,Nagaland,Nagaland Post,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA4MjI0OA%3D%3D,26.0319,94.5466
7214,07/15/2015 08:00:00 AM,Type-IV Colony of Seppa in East Kameng,Type-IV Colony of Seppa in East Kameng,5km,monsoon,medium,landslide,3,India,Arunachal Pradesh,NDTV,http://www.ndtv.com/andhra-pradesh-news/3-killed-in-landslide-in-arunachal-pradesh-781829,27.36,93.0385
7253,07/22/2015 12:00:00 AM,Lakhipur,Lakhipur,5km,continuous_rain,medium,landslide,5,India,Assam,Assam Times,http://www.assamtimes.org/node/14309,24.7979,92.9974
7263,07/22/2015 12:00:00 AM,"15 kms from Maram, National Highway-102/A (Maram Peren road)","15 kms from Maram, National Highway-102/A (Maram Peren road)",1km,continuous_rain,medium,landslide,0,India,Manipur,The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,25.4477,94.0489
7264,07/22/2015 12:00:00 AM,22 kms to 30 kms between Sangkungmai and Willong,22 kms to 30 kms between Sangkungmai and Willong,5km,continuous_rain,medium,landslide,0,India,Manipur,The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,25.4538,93.9827
7265,07/22/2015 12:00:00 AM,Willong-Yangkhullen stretch,Willong-Yangkhullen stretch,5km,continuous_rain,medium,landslide,0,India,Manipur,The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,25.5007,93.9854
7266,07/22/2015 12:00:00 AM,Yangkhullen-Tamphung road till Nagaland border,Yangkhullen-Tamphung road till Nagaland border,10km,continuous_rain,medium,landslide,0,India,Manipur,The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,25.5098,93.8794
7267,07/22/2015 12:00:00 AM,NH-2 between Senapati and Mao,NH-2 between Senapati and Mao,10km,continuous_rain,small,landslide,0,India,Manipur,The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,25.3908,94.0926
7279,07/24/2015 12:00:00 AM,Tamenglong Ward No-IV,Tamenglong Ward No-IV,50km,monsoon,medium,mudslide,0,India,Manipur,E-PAO,http://e-pao.net/GP.asp?src=Snipp16..250715.jul15,24.9818,93.5142
7276,07/25/2015 09:00:00 AM,"Dispur : According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. Thi*",,5km,continuous_rain,medium,landslide,2,India,Assam,ASSAM Talks,http://www.assamtalks.com/2-killed-in-jorabat-landslide.html,26.1062,91.8717
7364,07/31/2015 09:00:00 AM,Phungyar road,Phungyar road,10km,continuous_rain,medium,landslide,0,India,Manipur,E-PAO,http://e-pao.net/GP.asp?src=22..010815.aug15,24.819,94.3551
7372,07/31/2015 11:00:00 PM,Naga Gate along the Ukhrul-Imphal route,Naga Gate along the Ukhrul-Imphal route,10km,continuous_rain,medium,mudslide,0,India,Manipur,E-PAO,http://e-pao.net/GP.asp?src=22..020815.aug15,25.0634,94.3415
7313,08/01/2015 06:30:00 AM,Joumol of Chandel district,Joumol of Chandel district,25km,continuous_rain,large,landslide,21,Myanmar [Burma],Chin,Sangai Express,http://www.thesangaiexpress.com/page/items/55203/healing-touch-to-flood-landslide-affected-victims,24.1077,94.0396
7314,08/01/2015 12:00:00 AM,Kale valley,Kale valley,unknown,rain,medium,landslide,0,Myanmar [Burma],Chin,Sangai Express,http://www.thesangaiexpress.com/page/items/55203/healing-touch-to-flood-landslide-affected-victims,23.7736,94.1201
7369,08/01/2015 12:00:00 AM,between Chalong and Paraolon,between Chalong and Paraolon,10km,continuous_rain,medium,landslide,0,India,Manipur,E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,24.1988,94.1016
7370,08/01/2015 12:00:00 AM,between Moltuk to New Songjang village,between Moltuk to New Songjang village,5km,continuous_rain,medium,landslide,0,India,Manipur,E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,24.1419,94.1078
7371,08/01/2015 12:00:00 AM,near S Lamphei Lamkhai and Sehlon village,near S Lamphei Lamkhai and Sehlon village,50km,continuous_rain,medium,landslide,0,India,Manipur,E-PAO,http://e-pao.net/GP.asp?src=21..020815.aug15,23.9939,94.0573
7373,08/01/2015 12:00:00 AM,between Maku village and Kamjong sub division,between Maku village and Kamjong sub division,10km,continuous_rain,medium,landslide,,India,Manipur,E-PAO,http://e-pao.net/GP.asp?src=22..020815.aug15,24.9111,94.4759
